n,x,y,val,dP,lab,xT,yT
54345,5.068612,6.447222,0,1543,1,NaN,NaN
54346,5.065695,6.450131,0,1542,1,NaN,NaN
54347,5.062779,6.45595,0,1541,1,NaN,NaN
54348,5.071528,6.45886,0,1541,1,NaN,NaN
54349,5.080276,6.45886,0,1541,1,NaN,NaN
54350,5.091941,6.45886,0,1540,1,NaN,NaN
54351,5.091941,6.461769,0,1538,1,NaN,NaN
54352,5.089025,6.467588,0,1539,1,NaN,NaN
54353,5.089025,6.473406,0,1541,1,NaN,NaN
54354,5.089025,6.470497,0,1543,1,NaN,NaN
54355,5.106521,6.467588,0,1544,1,NaN,NaN
54356,5.124016,6.453041,0,1543,1,NaN,NaN
54357,5.138594,6.441403,0,1539,1,NaN,NaN
54358,5.135679,6.45595,0,1535,1,NaN,NaN
54359,5.132763,6.479224,0,1535,1,NaN,NaN
54360,5.135679,6.49086,0,1538,1,NaN,NaN
54361,5.126931,6.479224,0,1540,1,NaN,NaN
54362,5.118184,6.473406,0,1539,1,NaN,NaN
54363,5.112352,6.482133,0,1538,1,NaN,NaN
54364,5.124016,6.49086,0,1538,1,NaN,NaN
54365,5.132763,6.487951,0,1539,1,NaN,NaN
54366,5.138594,6.485042,0,1540,1,NaN,NaN
54367,5.126931,6.487951,0,1540,1,NaN,NaN
54368,5.112352,6.49086,0,1540,1,NaN,NaN
54369,5.097773,6.487951,0,1540,1,NaN,NaN
54370,5.097773,6.485042,0,1541,1,NaN,NaN
54371,5.100689,6.482133,0,1541,1,NaN,NaN
54372,5.103605,6.482133,0,1541,1,NaN,NaN
54373,5.106521,6.485042,0,1541,1,NaN,NaN
54374,5.106521,6.485042,0,1540,1,NaN,NaN
54375,5.109437,6.487951,0,1540,1,NaN,NaN
54376,5.115268,6.493769,0,1539,1,NaN,NaN
54377,5.118184,6.496678,0,1538,1,NaN,NaN
54378,5.118184,6.487951,0,1538,1,NaN,NaN
54379,5.115268,6.479224,0,1539,1,NaN,NaN
54380,5.115268,6.470497,0,1540,1,NaN,NaN
54381,5.1211,6.473406,0,1541,1,NaN,NaN
54382,5.112352,6.476315,0,1541,1,NaN,NaN
54383,5.094857,6.476315,0,1542,1,NaN,NaN
54384,5.080276,6.476315,0,1543,1,NaN,NaN
54385,5.07736,6.473406,0,1543,1,NaN,NaN
54386,5.074444,6.473406,0,1542,1,NaN,NaN
54387,5.083193,6.467588,0,1542,1,NaN,NaN
54388,5.089025,6.464678,0,1541,1,NaN,NaN
54389,5.089025,6.464678,0,1540,1,NaN,NaN
54390,5.083193,6.470497,0,1539,1,NaN,NaN
54391,5.074444,6.479224,0,1539,1,NaN,NaN
54392,5.071528,6.482133,0,1540,1,NaN,NaN
54393,5.071528,6.482133,0,1540,1,NaN,NaN
54394,5.074444,6.476315,0,1540,1,NaN,NaN
54395,5.07736,6.470497,0,1540,1,NaN,NaN
54396,5.080276,6.464678,0,1540,1,NaN,NaN
54397,5.07736,6.464678,0,1540,1,NaN,NaN
54398,5.071528,6.476315,0,1540,1,NaN,NaN
54399,5.065695,6.49086,0,1541,1,NaN,NaN
54400,5.062779,6.505405,0,1541,1,NaN,NaN
54401,5.056946,6.505405,0,1542,1,NaN,NaN
54402,5.05403,6.496678,0,1542,1,NaN,NaN
54403,5.051114,6.485042,0,1542,1,NaN,NaN
54404,5.048197,6.476315,0,1541,1,NaN,NaN
54405,5.045281,6.479224,0,1539,1,NaN,NaN
54406,5.05403,6.479224,0,1538,1,NaN,NaN
54407,5.065695,6.482133,0,1538,1,NaN,NaN
54408,5.07736,6.479224,0,1539,1,NaN,NaN
54409,5.068612,6.482133,0,1539,1,NaN,NaN
54410,5.059863,6.499587,0,1539,1,NaN,NaN
54411,5.05403,6.51704,0,1539,1,NaN,NaN
54412,5.059863,6.514131,0,1539,1,NaN,NaN
54413,5.065695,6.493769,0,1541,1,NaN,NaN
54414,5.059863,6.473406,0,1542,1,NaN,NaN
54415,5.051114,6.473406,0,1543,1,NaN,NaN
54416,5.036531,6.482133,0,1542,1,NaN,NaN
54417,5.036531,6.49086,0,1541,1,NaN,NaN
54418,5.039448,6.496678,0,1540,1,NaN,NaN
54419,5.045281,6.496678,0,1540,1,NaN,NaN
54420,5.048197,6.493769,0,1540,1,NaN,NaN
54421,5.045281,6.493769,0,1541,1,NaN,NaN
54422,5.042364,6.496678,0,1542,1,NaN,NaN
54423,5.042364,6.499587,0,1543,1,NaN,NaN
54424,5.042364,6.502496,0,1542,1,NaN,NaN
54425,5.065695,6.508314,0,1542,1,NaN,NaN
54426,5.086109,6.51704,0,1542,1,NaN,NaN
54427,5.100689,6.525766,0,1541,1,NaN,NaN
54428,5.091941,6.522857,0,1541,1,NaN,NaN
54429,5.080276,6.51704,0,1541,1,NaN,NaN
54430,5.074444,6.508314,0,1541,1,NaN,NaN
54431,5.062779,6.508314,0,1540,1,NaN,NaN
54432,5.05403,6.505405,0,1539,1,NaN,NaN
54433,5.048197,6.502496,0,1539,1,NaN,NaN
54434,5.045281,6.499587,0,1538,1,NaN,NaN
54435,5.045281,6.499587,0,1537,1,NaN,NaN
54436,5.051114,6.499587,0,1536,1,NaN,NaN
54437,5.05403,6.502496,0,1537,1,NaN,NaN
54438,5.05403,6.505405,0,1538,1,NaN,NaN
54439,5.062779,6.505405,0,1538,1,NaN,NaN
54440,5.074444,6.502496,0,1538,1,NaN,NaN
54441,5.086109,6.499587,0,1538,1,NaN,NaN
54442,5.091941,6.496678,0,1538,1,NaN,NaN
54443,5.089025,6.49086,0,1539,2,NaN,NaN
54444,5.089025,6.487951,0,1538,2,NaN,NaN
54445,5.089025,6.485042,0,1538,2,NaN,NaN
54446,5.086109,6.482133,0,1540,2,NaN,NaN
54447,5.056946,6.479224,0,1542,2,NaN,NaN
54448,4.981112,6.479224,0,1545,2,NaN,NaN
54449,4.876082,6.470497,0,1545,2,NaN,NaN
54450,4.677603,6.467588,0,1545,2,NaN,NaN
54451,4.458561,6.464678,0,1545,2,NaN,NaN
54452,4.210157,6.435584,0,1545,2,NaN,NaN
54453,3.949893,6.406486,0,1545,2,NaN,NaN
54454,3.592863,6.354101,0,1545,2,NaN,NaN
54455,3.209184,6.319172,0,1545,2,NaN,NaN
54456,2.790032,6.258035,0,1546,2,NaN,NaN
54457,2.37058,6.191059,0,1548,2,NaN,NaN
54458,1.906836,6.129893,0,1550,2,NaN,NaN
54459,1.442842,6.059971,0,1555,2,NaN,NaN
54460,1.005103,5.966713,0,1558,2,NaN,NaN
54461,0.543736,5.864676,0,1560,2,NaN,NaN
54462,0.094054,5.753851,0,1562,2,NaN,NaN
54463,-0.326248,5.651737,0,1565,2,NaN,NaN
54464,-0.761208,5.526233,0,1568,2,NaN,NaN
54465,-1.134383,5.438641,0,1569,2,NaN,NaN
54466,-1.536832,5.295519,0,1574,2,NaN,NaN
54467,-1.886284,5.187403,0,1578,2,NaN,NaN
54468,-2.256138,5.026622,0,1585,2,NaN,NaN
54469,-2.590607,4.953514,0,1589,2,NaN,NaN
54470,-2.889719,4.874538,0,1593,2,NaN,NaN
54471,-3.217974,4.85406,0,1591,2,NaN,NaN
54472,-3.534306,4.804322,0,1589,2,NaN,NaN
54473,-3.879681,4.76043,0,1587,2,NaN,NaN
54474,-4.183846,4.713605,0,1586,2,NaN,NaN
54475,-4.464404,4.69019,0,1584,2,NaN,NaN
54476,-4.744748,4.675555,0,1581,2,NaN,NaN
54477,-4.984029,4.657992,0,1579,2,NaN,NaN
54478,-5.23188,4.649211,0,1574,2,NaN,NaN
54479,-5.438759,4.640429,0,1571,2,NaN,NaN
54480,-5.662959,4.637501,0,1569,2,NaN,NaN
54481,-5.828814,4.564309,0,1571,2,NaN,NaN
54482,-5.991664,4.491102,0,1573,2,NaN,NaN
54483,-6.134078,4.423739,0,1573,2,NaN,NaN
54484,-6.29384,4.42081,0,1570,2,NaN,NaN
54485,-6.433188,4.388588,0,1568,2,NaN,NaN
54486,-6.53765,4.329996,0,1565,2,NaN,NaN
54487,-6.621767,4.268464,0,1564,2,NaN,NaN
54488,-6.679763,4.224507,0,1566,2,NaN,NaN
54489,-6.708755,4.186407,0,1569,2,NaN,NaN
54490,-6.714553,4.148302,0,1572,2,NaN,NaN
54491,-6.708755,4.127783,0,1572,2,NaN,NaN
54492,-6.642067,4.092605,0,1573,2,NaN,NaN
54493,-6.56956,4.060356,0,1573,1,NaN,NaN
54494,-6.46221,4.031036,0,1572,1,NaN,NaN
54495,-6.357717,4.042765,0,1572,1,NaN,NaN
54496,-6.261895,4.054492,0,1573,1,NaN,NaN
54497,-6.177659,4.069152,0,1574,1,NaN,NaN
54498,-6.125361,4.077947,0,1575,1,NaN,NaN
54499,-6.078865,4.080879,0,1576,1,NaN,NaN
54500,-6.064334,4.077947,0,1576,1,NaN,NaN
54501,-6.078865,4.086742,0,1577,1,NaN,NaN
54502,-6.107926,4.098469,0,1578,1,NaN,NaN
54503,-6.154417,4.110195,0,1580,1,NaN,NaN
54504,-6.192185,4.110195,0,1581,1,NaN,NaN
54505,-6.209614,4.14244,0,1582,1,NaN,NaN
54506,-6.247374,4.180545,0,1582,1,NaN,NaN
54507,-6.285128,4.218645,0,1582,1,NaN,NaN
54508,-6.322877,4.224507,0,1583,1,NaN,NaN
54509,-6.319974,4.218645,0,1583,1,NaN,NaN
54510,-6.308359,4.206923,0,1582,1,NaN,NaN
54511,-6.29384,4.189337,0,1581,1,NaN,NaN
54512,-6.282224,4.171752,0,1581,1,NaN,NaN
54513,-6.285128,4.157096,0,1580,1,NaN,NaN
54514,-6.276416,4.130715,0,1579,1,NaN,NaN
54515,-6.267704,4.107263,0,1579,1,NaN,NaN
54516,-6.273512,4.086742,0,1578,1,NaN,NaN
54517,-6.288032,4.06622,0,1578,1,NaN,NaN
54518,-6.308359,4.048628,0,1578,1,NaN,NaN
54519,-6.322877,4.039833,0,1578,1,NaN,NaN
54520,-6.349008,4.05156,0,1578,1,NaN,NaN
54521,-6.375136,4.063288,0,1578,1,NaN,NaN
54522,-6.38965,4.080879,0,1577,1,NaN,NaN
54523,-6.38965,4.098469,0,1577,1,NaN,NaN
54524,-6.38965,4.107263,0,1577,1,NaN,NaN
54525,-6.392553,4.104332,0,1578,1,NaN,NaN
54526,-6.375136,4.1014,0,1579,1,NaN,NaN
54527,-6.36933,4.104332,0,1578,1,NaN,NaN
54528,-6.360621,4.1014,0,1578,1,NaN,NaN
54529,-6.375136,4.098469,0,1577,1,NaN,NaN
54530,-6.380942,4.098469,0,1576,1,NaN,NaN
54531,-6.38965,4.098469,0,1575,1,NaN,NaN
54532,-6.38965,4.092605,0,1574,1,NaN,NaN
54533,-6.378039,4.089674,0,1573,1,NaN,NaN
54534,-6.36933,4.089674,0,1571,1,NaN,NaN
54535,-6.357717,4.092605,0,1571,1,NaN,NaN
54536,-6.360621,4.08381,0,1571,1,NaN,NaN
54537,-6.360621,4.075015,0,1571,1,NaN,NaN
54538,-6.363524,4.069152,0,1572,1,NaN,NaN
54539,-6.360621,4.077947,0,1572,1,NaN,NaN
54540,-6.357717,4.086742,0,1572,1,NaN,NaN
54541,-6.346105,4.089674,0,1571,1,NaN,NaN
54542,-6.331588,4.092605,0,1571,1,NaN,NaN
54543,-6.31707,4.089674,0,1570,1,NaN,NaN
54544,-6.314166,4.107263,0,1569,1,NaN,NaN
54545,-6.311263,4.130715,0,1568,1,NaN,NaN
54546,-6.311263,4.151234,0,1568,1,NaN,NaN
54547,-6.302552,4.133646,0,1568,1,NaN,NaN
54548,-6.29384,4.116058,0,1568,1,NaN,NaN
54549,-6.296744,4.095537,0,1567,1,NaN,NaN
54550,-6.311263,4.1014,0,1567,1,NaN,NaN
54551,-6.322877,4.110195,0,1566,1,NaN,NaN
54552,-6.325781,4.121921,0,1566,1,NaN,NaN
54553,-6.325781,4.130715,0,1565,1,NaN,NaN
54554,-6.322877,4.130715,0,1566,1,NaN,NaN
54555,-6.319974,4.121921,0,1565,1,NaN,NaN
54556,-6.314166,4.113126,0,1565,1,NaN,NaN
54557,-6.311263,4.098469,0,1567,1,NaN,NaN
54558,-6.314166,4.095537,0,1570,1,NaN,NaN
54559,-6.311263,4.089674,0,1573,1,NaN,NaN
54560,-6.305455,4.092605,0,1573,1,NaN,NaN
54561,-6.305455,4.095537,0,1574,1,NaN,NaN
54562,-6.31707,4.095537,0,1574,1,NaN,NaN
54563,-6.325781,4.086742,0,1572,1,NaN,NaN
54564,-6.334491,4.08381,0,1570,1,NaN,NaN
54565,-6.337395,4.08381,0,1569,1,NaN,NaN
54566,-6.334491,4.116058,0,1569,1,NaN,NaN
54567,-6.328684,4.145371,0,1569,1,NaN,NaN
54568,-6.337395,4.139509,0,1569,1,NaN,NaN
54569,-6.349008,4.1014,0,1569,1,NaN,NaN
54570,-6.346105,4.075015,0,1569,1,NaN,NaN
54571,-6.331588,4.092605,0,1568,1,NaN,NaN
54572,-6.31707,4.110195,0,1568,1,NaN,NaN
54573,-6.325781,4.104332,0,1568,1,NaN,NaN
54574,-6.325781,4.092605,0,1570,1,NaN,NaN
54575,-6.325781,4.080879,0,1571,1,NaN,NaN
54576,-6.314166,4.08381,0,1572,1,NaN,NaN
54577,-6.314166,4.086742,0,1572,1,NaN,NaN
54578,-6.314166,4.086742,0,1572,1,NaN,NaN
54579,-6.314166,4.08381,0,1571,1,NaN,NaN
54580,-6.311263,4.092605,0,1569,1,NaN,NaN
54581,-6.311263,4.098469,0,1568,1,NaN,NaN
54582,-6.302552,4.095537,0,1566,1,NaN,NaN
54583,-6.296744,4.086742,0,1566,1,NaN,NaN
54584,-6.299648,4.075015,0,1567,1,NaN,NaN
54585,-6.308359,4.072083,0,1568,1,NaN,NaN
54586,-6.314166,4.075015,0,1570,1,NaN,NaN
54587,-6.314166,4.072083,0,1571,1,NaN,NaN
54588,-6.314166,4.072083,0,1571,1,NaN,NaN
54589,-6.31707,4.06622,0,1571,1,NaN,NaN
54590,-6.31707,4.060356,0,1570,1,NaN,NaN
54591,-6.311263,4.060356,0,1569,1,NaN,NaN
54592,-6.305455,4.069152,0,1568,1,NaN,NaN
54593,-6.308359,4.075015,0,1568,1,NaN,NaN
54594,-6.328684,4.095537,0,1569,1,NaN,NaN
54595,-6.349008,4.110195,0,1569,1,NaN,NaN
54596,-6.349008,4.127783,0,1569,1,NaN,NaN
54597,-6.340298,4.116058,0,1569,1,NaN,NaN
54598,-6.328684,4.104332,0,1569,1,NaN,NaN
54599,-6.337395,4.092605,0,1569,1,NaN,NaN
54600,-6.346105,4.092605,0,1569,1,NaN,NaN
54601,-6.354814,4.089674,0,1569,1,NaN,NaN
54602,-6.357717,4.086742,0,1570,1,NaN,NaN
54603,-6.360621,4.080879,0,1571,1,NaN,NaN
54604,-6.351911,4.080879,0,1573,1,NaN,NaN
54605,-6.343201,4.077947,0,1574,1,NaN,NaN
54606,-6.346105,4.072083,0,1574,1,NaN,NaN
54607,-6.360621,4.06622,0,1573,1,NaN,NaN
54608,-6.36933,4.063288,0,1573,1,NaN,NaN
54609,-6.366427,4.069152,0,1573,1,NaN,NaN
54610,-6.363524,4.075015,0,1574,1,NaN,NaN
54611,-6.360621,4.080879,0,1574,1,NaN,NaN
54612,-6.360621,4.077947,0,1573,1,NaN,NaN
54613,-6.351911,4.075015,0,1572,1,NaN,NaN
54614,-6.343201,4.06622,0,1572,1,NaN,NaN
54615,-6.340298,4.054492,0,1572,1,NaN,NaN
54616,-6.349008,4.045697,0,1573,1,NaN,NaN
54617,-6.351911,4.039833,0,1573,1,NaN,NaN
54618,-6.349008,4.036901,0,1573,1,NaN,NaN
54619,-6.349008,4.036901,0,1575,1,NaN,NaN
54620,-6.354814,4.031036,0,1577,1,NaN,NaN
54621,-6.363524,4.028104,0,1578,1,NaN,NaN
54622,-6.357717,4.031036,0,1578,1,NaN,NaN
54623,-6.351911,4.039833,0,1574,1,NaN,NaN
54624,-6.346105,4.048628,0,1571,1,NaN,NaN
54625,-6.349008,4.039833,0,1569,1,NaN,NaN
54626,-6.351911,4.033968,0,1571,1,NaN,NaN
54627,-6.363524,4.028104,0,1573,1,NaN,NaN
54628,-6.36933,4.033968,0,1574,1,NaN,NaN
54629,-6.383845,4.036901,0,1573,1,NaN,NaN
54630,-6.386747,4.039833,0,1573,1,NaN,NaN
54631,-6.38965,4.042765,0,1574,1,NaN,NaN
54632,-6.38965,4.045697,0,1573,1,NaN,NaN
54633,-6.375136,4.045697,0,1572,1,NaN,NaN
54634,-6.363524,4.042765,0,1571,1,NaN,NaN
54635,-6.366427,4.039833,0,1570,1,NaN,NaN
54636,-6.383845,4.039833,0,1569,1,NaN,NaN
54637,-6.378039,4.042765,0,1570,1,NaN,NaN
54638,-6.354814,4.036901,0,1572,1,NaN,NaN
54639,-6.337395,4.031036,0,1575,1,NaN,NaN
54640,-6.351911,4.025172,0,1577,1,NaN,NaN
54641,-6.366427,4.031036,0,1579,1,NaN,NaN
54642,-6.380942,4.031036,0,1579,1,NaN,NaN
54643,-6.38965,4.033968,0,1579,1,NaN,NaN
54644,-6.392553,4.033968,0,1579,1,NaN,NaN
54645,-6.386747,4.033968,0,1579,1,NaN,NaN
54646,-6.383845,4.036901,0,1577,1,NaN,NaN
54647,-6.38965,4.042765,0,1575,1,NaN,NaN
54648,-6.395456,4.045697,0,1575,1,NaN,NaN
54649,-6.407066,4.05156,0,1577,1,NaN,NaN
54650,-6.409969,4.05156,0,1578,1,NaN,NaN
54651,-6.412872,4.048628,0,1578,1,NaN,NaN
54652,-6.409969,4.045697,0,1577,1,NaN,NaN
54653,-6.407066,4.036901,0,1577,1,NaN,NaN
54654,-6.404164,4.031036,0,1577,1,NaN,NaN
54655,-6.409969,4.025172,0,1577,1,NaN,NaN
54656,-6.409969,4.02224,0,1576,1,NaN,NaN
54657,-6.395456,4.033968,0,1576,1,NaN,NaN
54658,-6.378039,4.042765,0,1575,1,NaN,NaN
54659,-6.36933,4.054492,0,1574,1,NaN,NaN
54660,-6.375136,4.05156,0,1572,1,NaN,NaN
54661,-6.380942,4.048628,0,1570,1,NaN,NaN
54662,-6.378039,4.048628,0,1570,1,NaN,NaN
54663,-6.378039,4.048628,0,1571,1,NaN,NaN
54664,-6.383845,4.045697,0,1573,1,NaN,NaN
54665,-6.38965,4.045697,0,1574,1,NaN,NaN
54666,-6.401261,4.042765,0,1575,1,NaN,NaN
54667,-6.407066,4.045697,0,1575,1,NaN,NaN
54668,-6.395456,4.048628,0,1575,1,NaN,NaN
54669,-6.375136,4.045697,0,1576,1,NaN,NaN
54670,-6.357717,4.042765,0,1577,1,NaN,NaN
54671,-6.366427,4.036901,0,1576,1,NaN,NaN
54672,-6.375136,4.033968,0,1576,1,NaN,NaN
54673,-6.375136,4.031036,0,1576,1,NaN,NaN
54674,-6.36933,4.025172,0,1575,1,NaN,NaN
54675,-6.378039,4.019308,0,1573,1,NaN,NaN
54676,-6.392553,4.010511,0,1572,1,NaN,NaN
54677,-6.404164,4.004647,0,1572,1,NaN,NaN
54678,-6.398358,4.010511,0,1573,1,NaN,NaN
54679,-6.38965,4.010511,0,1573,1,NaN,NaN
54680,-6.386747,4.007579,0,1573,1,NaN,NaN
54681,-6.378039,4.004647,0,1573,1,NaN,NaN
54682,-6.36933,4.004647,0,1572,1,NaN,NaN
54683,-6.357717,4.025172,0,1572,1,NaN,NaN
54684,-6.354814,4.045697,0,1571,1,NaN,NaN
54685,-6.360621,4.063288,0,1571,1,NaN,NaN
54686,-6.366427,4.063288,0,1571,1,NaN,NaN
54687,-6.372233,4.060356,0,1571,1,NaN,NaN
54688,-6.372233,4.060356,0,1571,1,NaN,NaN
54689,-6.372233,4.063288,0,1572,1,NaN,NaN
54690,-6.375136,4.06622,0,1572,1,NaN,NaN
54691,-6.380942,4.072083,0,1572,1,NaN,NaN
54692,-6.38965,4.069152,0,1572,1,NaN,NaN
54693,-6.383845,4.080879,0,1571,1,NaN,NaN
54694,-6.375136,4.089674,0,1570,1,NaN,NaN
54695,-6.363524,4.098469,0,1569,1,NaN,NaN
54696,-6.360621,4.095537,0,1568,1,NaN,NaN
54697,-6.354814,4.104332,0,1568,1,NaN,NaN
54698,-6.354814,4.113126,0,1570,1,NaN,NaN
54699,-6.357717,4.107263,0,1571,1,NaN,NaN
54700,-6.378039,4.092605,0,1572,1,NaN,NaN
54701,-6.398358,4.077947,0,1572,1,NaN,NaN
54702,-6.415774,4.077947,0,1571,1,NaN,NaN
54703,-6.418677,4.080879,0,1570,1,NaN,NaN
54704,-6.415774,4.08381,0,1569,1,NaN,NaN
54705,-6.412872,4.095537,0,1569,1,NaN,NaN
54706,-6.395456,4.107263,0,1568,1,NaN,NaN
54707,-6.378039,4.118989,0,1568,1,NaN,NaN
54708,-6.378039,4.110195,0,1571,1,NaN,NaN
54709,-6.395456,4.095537,0,1574,1,NaN,NaN
54710,-6.395456,4.080879,0,1575,1,NaN,NaN
54711,-6.380942,4.08381,0,1574,1,NaN,NaN
54712,-6.360621,4.086742,0,1572,1,NaN,NaN
54713,-6.354814,4.086742,0,1572,1,NaN,NaN
54714,-6.36933,4.080879,0,1572,1,NaN,NaN
54715,-6.386747,4.072083,0,1572,1,NaN,NaN
54716,-6.409969,4.063288,0,1572,1,NaN,NaN
54717,-6.421579,4.063288,0,1573,1,NaN,NaN
54718,-6.433188,4.063288,0,1574,1,NaN,NaN
54719,-6.438993,4.06622,0,1576,1,NaN,NaN
54720,-6.436091,4.060356,0,1576,1,NaN,NaN
54721,-6.436091,4.054492,0,1575,1,NaN,NaN
54722,-6.441895,4.06622,0,1574,1,NaN,NaN
54723,-6.4477,4.086742,0,1573,1,NaN,NaN
54724,-6.450602,4.1014,0,1572,1,NaN,NaN
54725,-6.4477,4.080879,0,1571,1,NaN,NaN
54726,-6.438993,4.060356,0,1571,1,NaN,NaN
54727,-6.427384,4.063288,0,1570,1,NaN,NaN
54728,-6.412872,4.080879,0,1567,1,NaN,NaN
54729,-6.409969,4.098469,0,1565,1,NaN,NaN
54730,-6.409969,4.104332,0,1566,1,NaN,NaN
54731,-6.409969,4.110195,0,1568,1,NaN,NaN
54732,-6.409969,4.116058,0,1569,1,NaN,NaN
54733,-6.409969,4.116058,0,1568,1,NaN,NaN
54734,-6.412872,4.116058,0,1570,1,NaN,NaN
54735,-6.418677,4.098469,0,1573,1,NaN,NaN
54736,-6.427384,4.08381,0,1575,1,NaN,NaN
54737,-6.418677,4.072083,0,1575,2,NaN,NaN
54738,-6.407066,4.080879,0,1574,2,NaN,NaN
54739,-6.366427,4.095537,0,1573,2,NaN,NaN
54740,-6.299648,4.107263,0,1572,2,NaN,NaN
54741,-6.180564,4.133646,0,1573,2,NaN,NaN
54742,-6.070147,4.154165,0,1573,2,NaN,NaN
54743,-5.93933,4.165889,0,1572,2,NaN,NaN
54744,-5.825905,4.162958,0,1571,2,NaN,NaN
54745,-5.66587,4.165889,0,1574,2,NaN,NaN
54746,-5.432933,4.171752,0,1576,2,NaN,NaN
54747,-5.185241,4.180545,0,1577,2,NaN,NaN
54748,-4.95194,4.183476,0,1577,2,NaN,NaN
54749,-4.771019,4.183476,0,1577,2,NaN,NaN
54750,-4.5754,4.171752,0,1575,2,NaN,NaN
54751,-4.350452,4.162958,0,1575,2,NaN,NaN
54752,-4.175075,4.154165,0,1575,2,NaN,NaN
54753,-4.025942,4.148302,0,1575,2,NaN,NaN
54754,-3.932341,4.139509,0,1576,2,NaN,NaN
54755,-3.865052,4.133646,0,1577,2,NaN,NaN
54756,-3.809457,4.136577,0,1578,2,NaN,NaN
54757,-3.753855,4.139509,0,1577,2,NaN,NaN
54758,-3.707027,4.133646,0,1576,2,NaN,NaN
54759,-3.689465,4.127783,0,1575,1,NaN,NaN
54760,-3.709954,4.127783,0,1573,1,NaN,NaN
54761,-3.730442,4.136577,0,1573,1,NaN,NaN
54762,-3.750929,4.14244,0,1572,1,NaN,NaN
54763,-3.756782,4.136577,0,1572,1,NaN,NaN
54764,-3.762635,4.118989,0,1572,1,NaN,NaN
54765,-3.777267,4.092605,0,1573,1,NaN,NaN
54766,-3.794826,4.072083,0,1575,1,NaN,NaN
54767,-3.812383,4.057424,0,1577,1,NaN,NaN
54768,-3.824088,4.05156,0,1577,1,NaN,NaN
54769,-3.824088,4.057424,0,1573,1,NaN,NaN
54770,-3.832866,4.048628,0,1570,1,NaN,NaN
54771,-3.850422,4.042765,0,1570,1,NaN,NaN
54772,-3.873829,4.045697,0,1572,1,NaN,NaN
54773,-3.897235,4.060356,0,1574,1,NaN,NaN
54774,-3.914788,4.072083,0,1569,1,NaN,NaN
54775,-3.92649,4.077947,0,1564,1,NaN,NaN
54776,-3.911863,4.089674,0,1559,1,NaN,NaN
54777,-3.897235,4.098469,0,1559,1,NaN,NaN
54778,-3.879681,4.107263,0,1560,1,NaN,NaN
54779,-3.8592,4.110195,0,1561,1,NaN,NaN
54780,-3.841644,4.118989,0,1561,1,NaN,NaN
54781,-3.82994,4.121921,0,1562,1,NaN,NaN
54782,-3.835792,4.121921,0,1563,1,NaN,NaN
54783,-3.84457,4.139509,0,1562,1,NaN,NaN
54784,-3.847496,4.162958,0,1561,1,NaN,NaN
54785,-3.827014,4.136577,0,1559,1,NaN,NaN
54786,-3.797752,4.086742,0,1557,1,NaN,NaN
54787,-3.765561,4.045697,0,1556,1,NaN,NaN
54788,-3.756782,4.054492,0,1556,1,NaN,NaN
54789,-3.753855,4.057424,0,1556,1,NaN,NaN
54790,-3.745075,4.054492,0,1557,1,NaN,NaN
54791,-3.742149,4.057424,0,1559,1,NaN,NaN
54792,-3.724588,4.069152,0,1561,1,NaN,NaN
54793,-3.715808,4.077947,0,1560,1,NaN,NaN
54794,-3.733369,4.086742,0,1558,1,NaN,NaN
54795,-3.765561,4.089674,0,1557,1,NaN,NaN
54796,-3.780194,4.086742,0,1556,1,NaN,NaN
54797,-3.750929,4.086742,0,1555,1,NaN,NaN
54798,-3.724588,4.077947,0,1554,1,NaN,NaN
54799,-3.709954,4.072083,0,1555,1,NaN,NaN
54800,-3.7041,4.072083,0,1556,1,NaN,NaN
54801,-3.698246,4.080879,0,1555,1,NaN,NaN
54802,-3.695319,4.086742,0,1554,1,NaN,NaN
54803,-3.695319,4.098469,0,1552,1,NaN,NaN
54804,-3.692392,4.113126,0,1551,1,NaN,NaN
54805,-3.689465,4.130715,0,1550,1,NaN,NaN
54806,-3.683611,4.136577,0,1550,1,NaN,NaN
54807,-3.680684,4.136577,0,1550,1,NaN,NaN
54808,-3.692392,4.127783,0,1549,1,NaN,NaN
54809,-3.7041,4.116058,0,1548,1,NaN,NaN
54810,-3.718735,4.107263,0,1547,1,NaN,NaN
54811,-3.718735,4.107263,0,1545,1,NaN,NaN
54812,-3.712881,4.104332,0,1545,1,NaN,NaN
54813,-3.707027,4.098469,0,1546,1,NaN,NaN
54814,-3.707027,4.095537,0,1548,1,NaN,NaN
54815,-3.7041,4.095537,0,1546,1,NaN,NaN
54816,-3.698246,4.098469,0,1544,1,NaN,NaN
54817,-3.695319,4.098469,0,1543,1,NaN,NaN
54818,-3.701173,4.080879,0,1544,1,NaN,NaN
54819,-3.7041,4.060356,0,1546,1,NaN,NaN
54820,-3.7041,4.054492,0,1546,1,NaN,NaN
54821,-3.701173,4.06622,0,1544,1,NaN,NaN
54822,-3.698246,4.077947,0,1541,1,NaN,NaN
54823,-3.698246,4.075015,0,1540,1,NaN,NaN
54824,-3.695319,4.072083,0,1540,1,NaN,NaN
54825,-3.701173,4.060356,0,1541,1,NaN,NaN
54826,-3.715808,4.05156,0,1542,1,NaN,NaN
54827,-3.727515,4.045697,0,1543,1,NaN,NaN
54828,-3.733369,4.05156,0,1542,1,NaN,NaN
54829,-3.733369,4.057424,0,1541,1,NaN,NaN
54830,-3.718735,4.063288,0,1540,1,NaN,NaN
